,sample,sample_2,uncorrected_dist,rep,b_s1,b_s2,b_mean,n_s1,n_s2,N_mean,subsample_mean_dist,no_strapped_dist,corrected_dist,corrected_dist_cons
1678,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6425998_2,0.1871875596450539,91,416113,404199,410156.0,1752136,1696485,1724310.5,0.1840290234853715,0.176830915292,0.178371383186,0.185569491379
1679,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6425998_2,0.1523524818893801,91,409901,404199,407050.0,1723097,1696485,1709791.0,0.15770028493735486,0.156294072906,0.153684750337,0.155090962369
1680,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6425999_2,0.130429373602109,91,404342,409809,407075.5,1697154,1722668,1709911.0,0.13183835282668416,0.130146568544,0.129459096062,0.131150880345
1681,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6425999_2,0.0655562101691341,91,396380,409809,403094.5,1660060,1722668,1691364.0,0.06591218445336056,0.065077655377,0.064903873885,0.065738402962
1682,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6425999_2,0.1388836801290786,91,405650,409809,407729.5,1703254,1722668,1712961.0,0.1367703475910198,0.130754398906,0.131785449957,0.137801398642
1683,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6425999_2,0.1067318680471987,91,400078,409809,404943.5,1677279,1722668,1699973.5,0.10629499533407076,0.104606618788,0.10481984032,0.106508216866
1684,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6425999_2,0.0165040246947396,91,403014,409809,406411.5,1690960,1722668,1706814.0,0.016816037043399693,0.017647593047,0.017495341512,0.016663785509
1685,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6425999_2,0.099459037920622,91,384397,409809,397103.0,1604392,1722668,1663530.0,0.1003854581566337,0.097710502568,0.097257871564,0.099932827153
1686,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6425999_2,0.1819960112589923,91,374097,409809,391953.0,1556700,1722668,1639684.0,0.1898674994090403,0.189118714736,0.185270194602,0.186018979275
1687,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6425999_2,0.1523202056497536,91,404199,409809,407004.0,1696485,1722668,1709576.5,0.15482365219967462,0.151708850849,0.150487351071,0.153602152421
1688,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6425999_2,0.0,91,409809,409809,409809.0,1722668,1722668,1722668.0,0.0,0.0,0.0,0.0
1689,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6425999_2,0.1757088039984154,91,355279,409809,382544.0,1469941,1722668,1596304.5,0.18955134780178448,0.189365241299,0.182588845963,0.182774952466
1690,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6425999_2,0.1442213407629707,91,393098,409809,401453.5,1644797,1722668,1683732.5,0.14511490635511298,0.142722551812,0.142286229407,0.14467858395
1691,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6425999_2,0.0193675959405569,91,414002,409809,411905.5,1742262,1722668,1732465.0,0.019236983310473885,0.019900495276,0.019964182414,0.019300670449
1692,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6425999_2,0.1744999073685661,91,416113,409809,412961.0,1752136,1722668,1737402.0,0.1772290357993011,0.173301205521,0.171970664298,0.175898494576
1693,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6425999_2,0.0632319410858839,91,409901,409809,409855.0,1723097,1722668,1722882.5,0.06534609351672332,0.065264898622,0.064233744492,0.064314939386
1694,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426000_2,0.192312099272427,91,404342,355279,379810.5,1697154,1469941,1583547.5,0.18348224697656948,0.190307824467,0.194632179819,0.187806602329
1695,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426000_2,0.1825321537041455,91,396380,355279,375829.5,1660060,1469941,1565000.5,0.1867902696006226,0.185571198641,0.18348451952,0.18470359048
1696,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426000_2,0.1979627114716516,91,405650,355279,380464.5,1703254,1469941,1586597.5,0.19056332565923906,0.194345333581,0.197968759277,0.194186751355
1697,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426000_2,0.1858961880706123,91,400078,355279,377678.5,1677279,1469941,1573610.0,0.18754834500051762,0.187617400011,0.186807998755,0.186738943744
1698,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426000_2,0.1780197283220416,91,403014,355279,379146.5,1690960,1469941,1580450.5,0.1795974103894621,0.181538107145,0.180765368618,0.178824671862
1699,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426000_2,0.1834662401708007,91,384397,355279,369838.0,1604392,1469941,1537166.5,0.1842740935464204,0.187657112308,0.18726085448,0.183877835719
1700,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426000_2,0.1356032782672879,91,374097,355279,364688.0,1556700,1469941,1513320.5,0.13778857937924863,0.133573059996,0.13250029013,0.136715809513
1701,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426000_2,0.1688630009961201,91,404199,355279,379739.0,1696485,1469941,1583213.0,0.17306985443586317,0.173494549424,0.171434250149,0.171009555161
1702,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426000_2,0.1757088039984154,91,409809,355279,382544.0,1722668,1469941,1596304.5,0.18955134780178448,0.189365241299,0.182588845963,0.182774952466
1703,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426000_2,0.0,91,355279,355279,355279.0,1469941,1469941,1469941.0,0.0,0.0,0.0,0.0
1704,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6426000_2,0.1818051131038289,91,393098,355279,374188.5,1644797,1469941,1557369.0,0.17420108314415753,0.178485278951,0.182212569727,0.17792837392
1705,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426000_2,0.1566740944812184,91,414002,355279,384640.5,1742262,1469941,1606101.5,0.1557798807749857,0.150800772967,0.151238378026,0.156217485834
1706,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426000_2,0.1570624955399772,91,416113,355279,385696.0,1752136,1469941,1611038.5,0.1549595473144739,0.156945707568,0.157974666848,0.155988506595
1707,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426000_2,0.17785741263489,91,409901,355279,382590.0,1723097,1469941,1596519.0,0.1841245045917314,0.186393480944,0.183325548243,0.18105657189
1708,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426001_2,0.1628508759436461,91,404342,393098,398720.0,1697154,1644797,1670975.5,0.15837144268567616,0.157288718929,0.159476843482,0.160559567238
1709,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426001_2,0.1509203665078476,91,396380,393098,394739.0,1660060,1644797,1652428.5,0.15613566960601793,0.15230408231,0.149755062367,0.153586649663
1710,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426001_2,0.1635157335904988,91,405650,393098,399374.0,1703254,1644797,1674025.5,0.16052493356334518,0.160088733868,0.161549552284,0.16198575198
1711,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426001_2,0.1588222566255777,91,400078,393098,396588.0,1677279,1644797,1661038.0,0.15693786018055314,0.156525074004,0.15744584637,0.157858632546
1712,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426001_2,0.1442061953331583,91,403014,393098,398056.0,1690960,1644797,1667878.5,0.1446483526469342,0.144520495784,0.144304489346,0.144432346209
1713,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426001_2,0.1517439852078628,91,384397,393098,388747.5,1604392,1644797,1624594.5,0.1499289581367253,0.148614884243,0.149502744103,0.150816817997
1714,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426001_2,0.1557299442935249,91,374097,393098,383597.5,1556700,1644797,1600748.5,0.15193939317218141,0.147394518061,0.14925009382,0.153794968932
1715,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426001_2,0.0140234899114082,91,404199,393098,398648.5,1696485,1644797,1670641.0,0.013824344839911618,0.015556080922,0.01565336081,0.013921624728
1716,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426001_2,0.1442213407629707,91,409809,393098,401453.5,1722668,1644797,1683732.5,0.14511490635511298,0.142722551812,0.142286229407,0.14467858395
1717,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426001_2,0.1818051131038289,91,355279,393098,374188.5,1469941,1644797,1557369.0,0.17420108314415753,0.178485278951,0.182212569727,0.17792837392
1718,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6426001_2,0.0,91,393098,393098,393098.0,1644797,1644797,1644797.0,0.0,0.0,0.0,0.0
1719,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426001_2,0.1373127826933455,91,414002,393098,403550.0,1742262,1644797,1693529.5,0.1390465094250147,0.136240755909,0.135394439155,0.138200192671
1720,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426001_2,0.1896775288524919,91,416113,393098,404605.5,1752136,1644797,1698466.5,0.18334091387598317,0.181265817195,0.184358566499,0.18643366318
1721,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426001_2,0.1531854596461524,91,409901,393098,401499.5,1723097,1644797,1683947.0,0.15531005840188603,0.153240306327,0.15220288489,0.154272636965
1722,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426002_2,0.1283278605180637,91,404342,414002,409172.0,1697154,1742262,1719708.0,0.13483536986030153,0.131612213326,0.128437968664,0.131661125198
1723,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426002_2,0.0692460597539576,91,396380,414002,405191.0,1660060,1742262,1701161.0,0.07031166306119367,0.068204822404,0.067684763249,0.069791603906
1724,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426002_2,0.1408314627067918,91,405650,414002,409826.0,1703254,1742262,1722758.0,0.13863481114784906,0.13401921146,0.135090604421,0.139706204109
1725,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426002_2,0.1094975541507364,91,400078,414002,407040.0,1677279,1742262,1709770.5,0.10998565851421865,0.106157146178,0.105918989741,0.109747502077
1726,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426002_2,0.0203034520171976,91,403014,414002,408508.0,1690960,1742262,1716611.0,0.0205266865647699,0.021502303938,0.021393404474,0.0204177871
1727,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426002_2,0.1023007624024631,91,384397,414002,399199.5,1604392,1742262,1673327.0,0.10419253044263473,0.099079422745,0.098155421686,0.103268529383
1728,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426002_2,0.1844399213387824,91,374097,414002,394049.5,1556700,1742262,1649481.0,0.18705656853470998,0.182973386483,0.181694456108,0.18577763816
1729,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426002_2,0.1422360910529166,91,404199,414002,409100.5,1696485,1742262,1719373.5,0.15452775694405171,0.150086730839,0.144091020579,0.148532046684
1730,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426002_2,0.0193675959405569,91,409809,414002,411905.5,1722668,1742262,1732465.0,0.019236983310473885,0.019900495276,0.019964182414,0.019300670449
1731,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426002_2,0.1566740944812184,91,355279,414002,384640.5,1469941,1742262,1606101.5,0.1557798807749857,0.150800772967,0.151238378026,0.156217485834
1732,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6426002_2,0.1373127826933455,91,393098,414002,403550.0,1644797,1742262,1693529.5,0.1390465094250147,0.136240755909,0.135394439155,0.138200192671
1733,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426002_2,0.0,91,414002,414002,414002.0,1742262,1742262,1742262.0,0.0,0.0,0.0,0.0
1734,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426002_2,0.1655671071838369,91,416113,414002,415057.5,1752136,1742262,1747199.0,0.17041252580225028,0.168563195569,0.166201552554,0.168050882787
1735,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426002_2,0.068113043186442,91,409901,414002,411951.5,1723097,1742262,1732679.5,0.0689328892413791,0.06833476003,0.067935002883,0.068533132094
1736,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426003_2,0.1845566165311163,91,404342,416113,410227.5,1697154,1752136,1724645.0,0.18191119345306606,0.182640807085,0.183931008953,0.183201395321
1737,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426003_2,0.1814943996482903,91,396380,416113,406246.5,1660060,1752136,1706098.0,0.17780002808493234,0.175758650423,0.177561391696,0.179602769358
1738,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426003_2,0.1850837261234305,91,405650,416113,410881.5,1703254,1752136,1727695.0,0.18644762983393684,0.186412114996,0.185746982041,0.185782496878
1739,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426003_2,0.180710120963231,91,400078,416113,408095.5,1677279,1752136,1714707.5,0.18240367655022208,0.180429116561,0.179602916286,0.181577476275
1740,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426003_2,0.174142292361954,91,403014,416113,409563.5,1690960,1752136,1721548.0,0.17640676916464554,0.174222177543,0.173117669378,0.175302260999
1741,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426003_2,0.168851567210869,91,384397,416113,400255.0,1604392,1752136,1678264.0,0.17550948772105088,0.175502830619,0.172251382346,0.172258039448
1742,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426003_2,0.1875457394123449,91,374097,416113,395105.0,1556700,1752136,1654418.0,0.18808902198702193,0.188910918074,0.188645421198,0.187823525111
1743,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426003_2,0.1871875596450539,91,404199,416113,410156.0,1696485,1752136,1724310.5,0.1840290234853715,0.176830915292,0.178371383186,0.185569491379
1744,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426003_2,0.1744999073685661,91,409809,416113,412961.0,1722668,1752136,1737402.0,0.1772290357993011,0.173301205521,0.171970664298,0.175898494576
1745,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426003_2,0.1570624955399772,91,355279,416113,385696.0,1469941,1752136,1611038.5,0.1549595473144739,0.156945707568,0.157974666848,0.155988506595
1746,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6426003_2,0.1896775288524919,91,393098,416113,404605.5,1644797,1752136,1698466.5,0.18334091387598317,0.181265817195,0.184358566499,0.18643366318
1747,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426003_2,0.1655671071838369,91,414002,416113,415057.5,1742262,1752136,1747199.0,0.17041252580225028,0.168563195569,0.166201552554,0.168050882787
1748,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426003_2,0.0,91,416113,416113,416113.0,1752136,1752136,1752136.0,0.0,0.0,0.0,0.0
1749,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426003_2,0.1356169832914053,91,409901,416113,413007.0,1723097,1752136,1737616.5,0.13737131480753167,0.129711329575,0.128856039552,0.136516024785
1750,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426004_2,0.130025072128024,91,404342,409901,407121.5,1697154,1723097,1710125.5,0.13559966375430077,0.13523019767,0.132510246636,0.132879712721
1751,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426004_2,0.0624015009794393,91,396380,409901,403140.5,1660060,1723097,1691578.5,0.06359993677507512,0.06317140694,0.062586351652,0.063014881487
1752,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426004_2,0.1390411201992171,91,405650,409901,407775.5,1703254,1723097,1713175.5,0.13987182373597667,0.136197293912,0.135792013423,0.139466543247
1753,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426004_2,0.1104227998829638,91,400078,409901,404989.5,1677279,1723097,1700188.0,0.1109952529065247,0.108032253048,0.107752861501,0.11071586136
1754,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426004_2,0.0643890266179761,91,403014,409901,406457.5,1690960,1723097,1707028.5,0.06577736482296057,0.065990272304,0.065312814173,0.065099906692
1755,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426004_2,0.1051685507348585,91,384397,409901,397149.0,1604392,1723097,1663744.5,0.10464764090885886,0.101917125208,0.102171630004,0.104902145704
1756,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426004_2,0.187847041320222,91,374097,409901,391999.0,1556700,1723097,1639898.5,0.19344991791984983,0.191627199897,0.188887865488,0.190710583511
1757,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426004_2,0.1523524818893801,91,404199,409901,407050.0,1696485,1723097,1709791.0,0.15770028493735486,0.156294072906,0.153684750337,0.155090962369
1758,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426004_2,0.0632319410858839,91,409809,409901,409855.0,1722668,1723097,1722882.5,0.06534609351672332,0.065264898622,0.064233744492,0.064314939386
1759,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426004_2,0.17785741263489,91,355279,409901,382590.0,1469941,1723097,1596519.0,0.1841245045917314,0.186393480944,0.183325548243,0.18105657189
1760,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6426004_2,0.1531854596461524,91,393098,409901,401499.5,1644797,1723097,1683947.0,0.15531005840188603,0.153240306327,0.15220288489,0.154272636965
1761,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426004_2,0.068113043186442,91,414002,409901,411951.5,1742262,1723097,1732679.5,0.0689328892413791,0.06833476003,0.067935002883,0.068533132094
1762,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426004_2,0.1356169832914053,91,416113,409901,413007.0,1752136,1723097,1737616.5,0.13737131480753167,0.129711329575,0.128856039552,0.136516024785
1763,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426004_2,0.0,91,409901,409901,409901.0,1723097,1723097,1723097.0,0.0,0.0,0.0,0.0
1764,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6425989_2,0.0,52,404342,404342,404342.0,1697154,1697154,1697154.0,0.0,0.0,0.0,0.0
1765,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6425989_2,0.12123725123178,52,396380,404342,400361.0,1660060,1697154,1678607.0,0.12390634071553089,0.118984129257,0.117680618853,0.122602830311
1766,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6425989_2,0.0694439738324039,52,405650,404342,404996.0,1703254,1697154,1700204.0,0.06939292646314921,0.067789050963,0.067813965236,0.069417840736
1767,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6425989_2,0.1111574713273501,52,400078,404342,402210.0,1677279,1697154,1687216.5,0.11186444040388852,0.114476015766,0.114130839089,0.111519263727
1768,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6425989_2,0.1312981239809631,52,403014,404342,403678.0,1690960,1697154,1694057.0,0.13248493176443318,0.128712217004,0.128132876468,0.131905591228
1769,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6425989_2,0.1165904773717035,52,384397,404342,394369.5,1604392,1697154,1650773.0,0.11573476338607752,0.121283804914,0.121702055551,0.116153014023
1770,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6425989_2,0.1916482059866608,52,374097,404342,389219.5,1556700,1697154,1626927.0,0.19456518389617272,0.192596720312,0.191169975171,0.193138438755
1771,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6425989_2,0.1411954406982537,52,404199,404342,404270.5,1696485,1697154,1696819.5,0.13860326996507435,0.133702769131,0.134968035037,0.139868535871
1772,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6425989_2,0.130385828656447,52,409809,404342,407075.5,1722668,1697154,1709911.0,0.13183835282668416,0.130146568544,0.129437849509,0.131129633792
1773,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6425989_2,0.1879954815489931,52,355279,404342,379810.5,1469941,1697154,1583547.5,0.18348224697656948,0.190307824467,0.192518147973,0.185692570482
1774,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6425989_2,0.1603889002139736,52,393098,404342,398720.0,1644797,1697154,1670975.5,0.15837144268567616,0.157288718929,0.158274211534,0.159356935291
1775,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6425989_2,0.1336801699103386,52,414002,404342,409172.0,1742262,1697154,1719708.0,0.13483536986030153,0.131612213326,0.131048727808,0.134271884342
1776,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6425989_2,0.174331979447009,52,416113,404342,410227.5,1752136,1697154,1724645.0,0.18191119345306606,0.182640807085,0.178944341235,0.178214727603
1777,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6425989_2,0.1377508307275124,52,409901,404342,407121.5,1723097,1697154,1710125.5,0.13559966375430077,0.13523019767,0.136279793627,0.136649259711
1778,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6425990_2,0.12123725123178,52,404342,396380,400361.0,1697154,1660060,1678607.0,0.12390634071553089,0.118984129257,0.117680618853,0.122602830311
1779,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6425990_2,0.0,52,396380,396380,396380.0,1660060,1660060,1660060.0,0.0,0.0,0.0,0.0
1780,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6425990_2,0.1357536028402085,52,405650,396380,401015.0,1703254,1660060,1681657.0,0.13761498627314786,0.133005693497,0.132096727906,0.136706020682
1781,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6425990_2,0.1058694031578359,52,400078,396380,398229.0,1677279,1660060,1668669.5,0.10858653493076596,0.1054948846,0.104167514659,0.10725916499
1782,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6425990_2,0.0672286175244787,52,403014,396380,399697.0,1690960,1660060,1675510.0,0.06668268628058718,0.065635005616,0.065901648429,0.066949329093
1783,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6425990_2,0.1013017139636132,52,384397,396380,390388.5,1604392,1660060,1632226.0,0.10136835560930978,0.098414501222,0.098381909743,0.10133576413
1784,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6425990_2,0.1890148658747559,52,374097,396380,385238.5,1556700,1660060,1608380.0,0.19323448174598595,0.192280041563,0.190214930436,0.191169370619
1785,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6425990_2,0.158108320699146,52,404199,396380,400289.5,1696485,1660060,1678272.5,0.1591650730594383,0.154649440255,0.154133345927,0.158648978731
1786,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6425990_2,0.0663362542268519,52,409809,396380,403094.5,1722668,1660060,1691364.0,0.06591218445336056,0.065077655377,0.0652846801,0.066119209177
1787,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6425990_2,0.1865606206130856,52,355279,396380,375829.5,1469941,1660060,1565000.5,0.1867902696006226,0.185571198641,0.185458659725,0.186677730685
1788,ucseq_ucseq_merged_SRR6426001_2,ucseq_ucseq_merged_SRR6425990_2,0.1567980908538815,52,393098,396380,394739.0,1644797,1660060,1652428.5,0.15613566960601793,0.15230408231,0.152627845846,0.156459433142
1789,ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6425990_2,0.0716501398641724,52,414002,396380,405191.0,1742262,1660060,1701161.0,0.07031166306119367,0.068204822404,0.068858055282,0.070964895939
1790,ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6425990_2,0.1721001303998628,52,416113,396380,406246.5,1752136,1660060,1706098.0,0.17780002808493234,0.175758650423,0.172977273229,0.175018650891
1791,ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6425990_2,0.06295380533967,52,409901,396380,403140.5,1723097,1660060,1691578.5,0.06359993677507512,0.06317140694,0.062855976932,0.063284506767
1792,ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6425991_2,0.0694439738324039,52,404342,405650,404996.0,1697154,1703254,1700204.0,0.06939292646314921,0.067789050963,0.067813965236,0.069417840736
1793,ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6425991_2,0.1357536028402085,52,396380,405650,401015.0,1660060,1703254,1681657.0,0.13761498627314786,0.133005693497,0.132096727906,0.136706020682
1794,ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6425991_2,0.0,52,405650,405650,405650.0,1703254,1703254,1703254.0,0.0,0.0,0.0,0.0
1795,ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6425991_2,0.1119803506845023,52,400078,405650,402864.0,1677279,1703254,1690266.5,0.11441445978258664,0.112691664396,0.111503321764,0.11322611715
1796,ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6425991_2,0.1338200912287397,52,403014,405650,404332.0,1690960,1703254,1697107.0,0.136542396471692,0.13067861078,0.129349836344,0.135213622036
1797,ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6425991_2,0.121363967355201,52,384397,405650,395023.5,1604392,1703254,1653823.0,0.12286570229881605,0.12791918675,0.127185247288,0.122131762837
1798,ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6425991_2,0.1923635689493951,52,374097,405650,389873.5,1556700,1703254,1629977.0,0.1981015415660081,0.201743664488,0.198937393596,0.195295270674
1799,ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6425991_2,0.1546540597139978,52,404199,405650,404924.5,1696485,1703254,1699869.5,0.15842758737212845,0.153192580184,0.151350846742,0.15658585393
1800,ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6425991_2,0.1346797101343959,52,409809,405650,407729.5,1722668,1703254,1712961.0,0.1367703475910198,0.130754398906,0.129734420314,0.135750368999
1801,ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6425991_2,0.1954279091486828,52,355279,405650,380464.5,1469941,1703254,1586597.5,0.19056332565923906,0.194345333581,0.196727484919,0.192945476998
