Len1,Boot1,dros_fq
0.00234761036299999983,100,dros_fq
0.02213038106999999990,100,dros_fq
0.00084856392299999998,58,dros_fq
0.00959464935600000055,100,dros_fq
0.02225814267600000063,100,dros_fq
0.00872356074499999919,86,dros_fq
0.02889335020399999912,100,dros_fq
0.06787503564400000633,100,dros_fq
0.02836932092500000016,100,dros_fq
0.02248517867499999837,100,dros_fq
0.00152011189700000009,100,dros_fq
