sample,variable,dist,condition,true_dist,scaled_dist
n1,n2,0.0010459907468881376,subsample_mean_mean,0.001,0.9560314017834652
n1,n2,0.001036169939624932,subsample_mean_mean,0.001,0.9650926568685978
n1,n2,0.001005179079359159,subsample_mean_mean,0.001,0.9948476053018724
n1,n2,0.0009967513095352288,subsample_mean_mean,0.001,1.003259278852903
n1,n2,0.001100084139290244,subsample_mean_mean,0.001,0.909021377805868
n1,n2,0.0009981636828728002,subsample_mean_mean,0.001,1.0018396953913558
n1,n2,0.001012883263258796,subsample_mean_mean,0.001,0.9872806040674956
n1,n2,0.0010798392565580515,subsample_mean_mean,0.001,0.9260637580332686
n1,n2,0.0010889468792973796,subsample_mean_mean,0.001,0.918318440514958
n1,n2,0.0009793878668993617,subsample_mean_mean,0.001,1.0210459347080685
n1,n2,0.0009149405406478166,subsample_mean_mean,0.001,1.0929671990400138
n1,n2,0.0010056856159953817,subsample_mean_mean,0.001,0.9943465274784168
n1,n2,0.0010789655853521683,subsample_mean_mean,0.001,0.926813619985484
n1,n2,0.001054724207095764,subsample_mean_mean,0.001,0.9481151501713896
n1,n2,0.0010456038344035254,subsample_mean_mean,0.001,0.9563851691213999
n1,n2,0.0010866338122648392,subsample_mean_mean,0.001,0.9202732224167856
n1,n2,0.0009518254357119984,subsample_mean_mean,0.001,1.0506128145776703
n1,n2,0.0009382203641428227,subsample_mean_mean,0.001,1.0658476816516558
n1,n2,0.0009957456552932699,subsample_mean_mean,0.001,1.0042725214858979
n1,n2,0.0010771225332496623,subsample_mean_mean,0.001,0.9283994802179236
n1,n2,0.0010411461383097874,subsample_mean_mean,0.001,0.9604799587725652
n1,n2,0.0011045726978329317,subsample_mean_mean,0.001,0.9053274646041014
n1,n2,0.0010609322293298926,subsample_mean_mean,0.001,0.9425672746614752
n1,n2,0.0009664277450430812,subsample_mean_mean,0.001,1.0347385049002522
n1,n2,0.0009315985950346963,subsample_mean_mean,0.001,1.073423688410303
n1,n2,0.0009779223859821683,subsample_mean_mean,0.001,1.022576039095023
n1,n2,0.0010920207957480512,subsample_mean_mean,0.001,0.9157334767741164
n1,n2,0.001167499265394342,subsample_mean_mean,0.001,0.8565315881909643
n1,n2,0.0010821534672449287,subsample_mean_mean,0.001,0.9240833488672504
n1,n2,0.0010249932350050168,subsample_mean_mean,0.001,0.975616195159674
n1,n2,0.0010162409160803956,subsample_mean_mean,0.001,0.984018635912598
n1,n2,0.001028454602073041,subsample_mean_mean,0.001,0.9723326610472788
n1,n2,0.0010165778595433866,subsample_mean_mean,0.001,0.98369248416365
n1,n2,0.0010330800729290914,subsample_mean_mean,0.001,0.9679791781915806
n1,n2,0.0010392282544127954,subsample_mean_mean,0.001,0.9622525135876324
n1,n2,0.0009744202413403431,subsample_mean_mean,0.001,1.0262512595432862
n1,n2,0.001091719248981624,subsample_mean_mean,0.001,0.9159864140279824
n1,n2,0.0010791507140251013,subsample_mean_mean,0.001,0.9266546247929738
n1,n2,0.0010767064455897122,subsample_mean_mean,0.001,0.9287582554150124
n1,n2,0.001074053247701446,subsample_mean_mean,0.001,0.93105253593346
n1,n2,0.0009532906958228543,subsample_main_main,0.001,1.048997965029783
n1,n2,0.0010191728053704594,subsample_main_main,0.001,0.9811878758249536
n1,n2,0.0009889161124260527,subsample_main_main,0.001,1.0112081170836178
n1,n2,0.0010721468170155014,subsample_main_main,0.001,0.9327080807679548
n1,n2,0.0010582125816550943,subsample_main_main,0.001,0.9449897093795206
n1,n2,0.0009958379311322256,subsample_main_main,0.001,1.0041794640851271
n1,n2,0.0010349448093753117,subsample_main_main,0.001,0.966235098665402
n1,n2,0.0009202407942108516,subsample_main_main,0.001,1.086672103965512
n1,n2,0.0009558001101411859,subsample_main_main,0.001,1.0462438635336473
n1,n2,0.0009483657472157686,subsample_main_main,0.001,1.0544455057933295
n1,n2,0.001043631015547809,subsample_main_main,0.001,0.9581930635465956
n1,n2,0.0010519949066921637,subsample_main_main,0.001,0.9505749444589484
n1,n2,0.0009705634573391367,subsample_main_main,0.001,1.0303293333766814
n1,n2,0.0009834855152584714,subsample_main_main,0.001,1.0167917925432672
n1,n2,0.001004577370389725,subsample_main_main,0.001,0.9954434864604316
n1,n2,0.0009541820093445457,subsample_main_main,0.001,1.0480180827208514
n1,n2,0.001035913366805102,subsample_main_main,0.001,0.9653316889655902
n1,n2,0.0010601613542435438,subsample_main_main,0.001,0.9432526435690812
n1,n2,0.0009892885931423825,subsample_main_main,0.001,1.0108273833660548
n1,n2,0.0010513757828874374,subsample_main_main,0.001,0.9511347096598116
n1,n2,0.0011316330272045,subsample_main_main,0.001,0.883678697917048
n1,n2,0.001011440297282333,subsample_main_main,0.001,0.9886891027447964
n1,n2,0.0010947579904223939,subsample_main_main,0.001,0.9134438923932099
n1,n2,0.0010890369451074448,subsample_main_main,0.001,0.9182424935100248
n1,n2,0.0010363515565983957,subsample_main_main,0.001,0.9649235277672454
n1,n2,0.0009583014270946387,subsample_main_main,0.001,1.0435130030347366
n1,n2,0.0009710189203290397,subsample_main_main,0.001,1.029846050436525
n1,n2,0.0011150429253352287,subsample_main_main,0.001,0.8968264604695447
n1,n2,0.0009923472025742273,subsample_main_main,0.001,1.0077118143790005
n1,n2,0.000979344767895301,subsample_main_main,0.001,1.0210908688970577
n1,n2,0.0009621342364554119,subsample_main_main,0.001,1.0393560088705387
n1,n2,0.0010253294294356432,subsample_main_main,0.001,0.9752963011609012
n1,n2,0.0010313392083149237,subsample_main_main,0.001,0.9696130932846742
n1,n2,0.0009251948485381607,subsample_main_main,0.001,1.080853402480606
n1,n2,0.0009985067113162773,subsample_main_main,0.001,1.0014955219296966
n1,n2,0.0009960014273261565,subsample_main_main,0.001,1.0040146254454456
n1,n2,0.0011605979678422336,subsample_main_main,0.001,0.8616248069597994
n1,n2,0.0009527973503609717,subsample_main_main,0.001,1.0495411218567572
n1,n2,0.0010495546360671675,subsample_main_main,0.001,0.952785082010732
n1,n2,0.0010222348377571,subsample_main_main,0.001,0.9782487967188775
n1,n2,0.0009482896472408233,subsample_main_main,0.001,1.0545301247457834
n1,n2,0.0010222576866779672,subsample_main_main,0.001,0.9782269314596224
n1,n2,0.0010020249655149666,subsample_main_main,0.001,0.9979791266838088
n1,n2,0.0010531929666397586,subsample_main_main,0.001,0.9494936176705848
n1,n2,0.0009932402948333644,subsample_main_main,0.001,1.0068057097580498
n1,n2,0.0009153178357966671,subsample_main_main,0.001,1.0925166766029724
n1,n2,0.0010732661919926356,subsample_main_main,0.001,0.9317353024447654
n1,n2,0.0010571484932163496,subsample_main_main,0.001,0.945940902736874
n1,n2,0.0009946983137330164,subsample_main_main,0.001,1.0053299439576675
n1,n2,0.0009918250082185504,subsample_main_main,0.001,1.0082423731139156
n1,n2,0.0009662359004218178,subsample_main_main,0.001,1.0349439506061018
n1,n2,0.001010597035675607,subsample_main_main,0.001,0.9895140839508572
n1,n2,0.0009673566679990641,subsample_main_main,0.001,1.0337448772317426
n1,n2,0.0009729612638490867,subsample_main_main,0.001,1.0277901465922152
n1,n2,0.0009421317392113391,subsample_main_main,0.001,1.0614226847267694
n1,n2,0.0010340225122799113,subsample_main_main,0.001,0.9670969327303182
n1,n2,0.0010446035484005837,subsample_main_main,0.001,0.957300979430065
n1,n2,0.001002900016747791,subsample_main_main,0.001,0.9971083690304492
n1,n2,0.0009174255944358617,subsample_main_main,0.001,1.0900066512913396
n1,n2,0.0010094412855247924,subsample_main_main,0.001,0.99064701864271
n1,n2,0.0010293013704197275,subsample_main_main,0.001,0.9715327587606544
n1,n2,0.0010194805631565218,subsample_main_main,0.001,0.9808916777224218
n1,n2,0.0009884897028907488,subsample_main_main,0.001,1.0116443267700113
n1,n2,0.0009800619330668184,subsample_main_main,0.001,1.020343680598624
n1,n2,0.0010833947628218338,subsample_main_main,0.001,0.9230245837587198
n1,n2,0.0009814743064043901,subsample_main_main,0.001,1.0188753729717879
n1,n2,0.0009961938867903855,subsample_main_main,0.001,1.0038206550552895
n1,n2,0.0010631498800896414,subsample_main_main,0.001,0.9406011501555014
n1,n2,0.0010722575028289695,subsample_main_main,0.001,0.9326118002081304
n1,n2,0.0009626984904309514,subsample_main_main,0.001,1.0387468246183191
n1,n2,0.0008982511641794065,subsample_main_main,0.001,1.1132743712205992
n1,n2,0.0009889962395269712,subsample_main_main,0.001,1.0111261904072473
n1,n2,0.0010622762088837584,subsample_main_main,0.001,0.941374749464456
n1,n2,0.0010380348306273538,subsample_main_main,0.001,0.9633588107979316
n1,n2,0.0010289144579351153,subsample_main_main,0.001,0.9718980934594481
n1,n2,0.0010699444357964289,subsample_main_main,0.001,0.9346279736999942
n1,n2,0.000935136059243588,subsample_main_main,0.001,1.0693631050960424
n1,n2,0.0009215309876744127,subsample_main_main,0.001,1.085150703964511
n1,n2,0.0009790562788248598,subsample_main_main,0.001,1.021391743894721
n1,n2,0.0010604331567812524,subsample_main_main,0.001,0.9430108758908614
n1,n2,0.0010244567618413773,subsample_main_main,0.001,0.9761270921796464
n1,n2,0.0010878833213645214,subsample_main_main,0.001,0.9192162250871809
n1,n2,0.0010442428528614825,subsample_main_main,0.001,0.9576316440756611
n1,n2,0.0009497383685746713,subsample_main_main,0.001,1.0529215551233964
