tr_3 0.00026236		0.00026236		5	n4	n8	6	6
tr_3 0.00090523		0.00090523		4	n5	n8	8	8
tr_3 0.00032373		0.00032373		3	n6	n8	10	10
tr_3 0.01151458		0.01151458		2	n7	n8	12	12
tr_30 0.00001967		0.00001967		6	n3	n8	4	4
tr_30 0.01367418		0.01367418		5	n4	n8	6	6
tr_30 0.02831902		0.02831902		4	n5	n8	8	8
tr_30 0.00005499		0.00005499		3	n6	n8	10	10
tr_30 0.00013466		0.00013466		2	n7	n8	12	12
tr_31 0.00206813		0.00206813		6	n3	n8	4	4
tr_31 0.01255926		0.01255926		5	n4	n8	6	6
tr_31 0.00002002		0.00002002		4	n5	n8	8	8
tr_31 0.10028853		0.10028853		3	n6	n8	10	10
tr_31 0.06461126		0.06461126		2	n7	n8	12	12
tr_32 0.00001402		0.00001402		6	n3	n8	4	4
tr_32 0.00075278		0.00075278		5	n4	n8	6	6
tr_32 0.00178144		0.00178144		4	n5	n8	8	8
tr_32 0.00003154		0.00003154		3	n6	n8	10	10
tr_32 0.01075476		0.01075476		2	n7	n8	12	12
tr_33 0.00004826		0.00004826		6	n3	n8	4	4
tr_33 0.00010898		0.00010898		5	n4	n8	6	6
tr_33 0.00024167		0.00024167		4	n5	n8	8	8
tr_33 0.00030379		0.00030379		3	n6	n8	10	10
tr_33 0.00034611		0.00034611		2	n7	n8	12	12
tr_34 0.02736522		0.02736522		6	n3	n8	4	4
tr_34 0.00150304		0.00150304		5	n4	n8	6	6
tr_34 0.08962198		0.08962198		4	n5	n8	8	8
tr_34 0.00001778		0.00001778		3	n6	n8	10	10
tr_34 0.00069020		0.00069020		2	n7	n8	12	12
tr_35 0.00558689		0.00558689		6	n3	n8	4	4
tr_35 0.00134330		0.00134330		5	n4	n8	6	6
tr_35 0.00128935		0.00128935		4	n5	n8	8	8
tr_35 0.00209604		0.00209604		3	n6	n8	10	10
tr_35 0.00159581		0.00159581		2	n7	n8	12	12
tr_36 0.00405855		0.00405855		6	n3	n8	4	4
tr_36 0.00109515		0.00109515		5	n4	n8	6	6
tr_36 0.00656794		0.00656794		4	n5	n8	8	8
tr_36 0.00026508		0.00026508		3	n6	n8	10	10
tr_36 0.00567094		0.00567094		2	n7	n8	12	12
tr_37 0.00403454		0.00403454		6	n3	n8	4	4
tr_37 0.01772966		0.01772966		5	n4	n8	6	6
tr_37 0.00008994		0.00008994		4	n5	n8	8	8
tr_37 0.00080604		0.00080604		3	n6	n8	10	10
tr_37 0.00016842		0.00016842		2	n7	n8	12	12
tr_38 0.02907022		0.02907022		6	n3	n8	4	4
tr_38 0.10264962		0.10264962		5	n4	n8	6	6
tr_38 0.00221008		0.00221008		4	n5	n8	8	8
tr_38 0.00020819		0.00020819		3	n6	n8	10	10
tr_38 0.07121405		0.07121405		2	n7	n8	12	12
tr_39 0.00008391		0.00008391		6	n3	n8	4	4
tr_39 0.05318592		0.05318592		5	n4	n8	6	6
tr_39 0.00028905		0.00028905		4	n5	n8	8	8
tr_39 0.00335930		0.00335930		3	n6	n8	10	10
tr_39 0.00010966		0.00010966		2	n7	n8	12	12
tr_4 0.00007939		0.00007939		6	n3	n8	4	4
tr_4 0.00417816		0.00417816		5	n4	n8	6	6
tr_4 0.00358729		0.00358729		4	n5	n8	8	8
tr_4 0.00217768		0.00217768		3	n6	n8	10	10
tr_4 0.00021905		0.00021905		2	n7	n8	12	12
tr_40 0.00019306		0.00019306		6	n3	n8	4	4
tr_40 0.00200235		0.00200235		5	n4	n8	6	6
tr_40 0.01965401		0.01965401		4	n5	n8	8	8
tr_40 0.00016027		0.00016027		3	n6	n8	10	10
tr_40 0.00434772		0.00434772		2	n7	n8	12	12
tr_41 0.00059579		0.00059579		6	n3	n8	4	4
tr_41 0.00003127		0.00003127		5	n4	n8	6	6
tr_41 0.00270787		0.00270787		4	n5	n8	8	8
tr_41 0.00003208		0.00003208		3	n6	n8	10	10
tr_41 0.00013156		0.00013156		2	n7	n8	12	12
tr_42 0.06131997		0.06131997		6	n3	n8	4	4
tr_42 0.00001038		0.00001038		5	n4	n8	6	6
tr_42 0.00044121		0.00044121		4	n5	n8	8	8
tr_42 0.00001291		0.00001291		3	n6	n8	10	10
tr_42 0.00024940		0.00024940		2	n7	n8	12	12
tr_43 0.00477436		0.00477436		6	n3	n8	4	4
tr_43 0.00021588		0.00021588		5	n4	n8	6	6
tr_43 0.00743413		0.00743413		4	n5	n8	8	8
tr_43 0.00723393		0.00723393		3	n6	n8	10	10
tr_43 0.00005526		0.00005526		2	n7	n8	12	12
tr_44 0.00118274		0.00118274		6	n3	n8	4	4
tr_44 0.00308213		0.00308213		5	n4	n8	6	6
tr_44 0.00333551		0.00333551		4	n5	n8	8	8
tr_44 0.00063786		0.00063786		3	n6	n8	10	10
tr_44 0.00069045		0.00069045		2	n7	n8	12	12
tr_45 0.00068724		0.00068724		6	n3	n8	4	4
tr_45 0.00139039		0.00139039		5	n4	n8	6	6
tr_45 0.00001506		0.00001506		4	n5	n8	8	8
tr_45 0.00335039		0.00335039		3	n6	n8	10	10
tr_45 0.00001072		0.00001072		2	n7	n8	12	12
tr_46 0.00395999		0.00395999		6	n3	n8	4	4
tr_46 0.00017567		0.00017567		5	n4	n8	6	6
tr_46 0.02487301		0.02487301		4	n5	n8	8	8
tr_46 0.00207083		0.00207083		3	n6	n8	10	10
tr_46 0.00166655		0.00166655		2	n7	n8	12	12
tr_47 0.00034059		0.00034059		6	n3	n8	4	4
tr_47 0.00123698		0.00123698		5	n4	n8	6	6
tr_47 0.02314796		0.02314796		4	n5	n8	8	8
tr_47 0.00003165		0.00003165		3	n6	n8	10	10
tr_47 0.00001741		0.00001741		2	n7	n8	12	12
tr_48 0.00615943		0.00615943		6	n3	n8	4	4
tr_48 0.00001175		0.00001175		5	n4	n8	6	6
tr_48 0.00016047		0.00016047		4	n5	n8	8	8
tr_48 0.00007501		0.00007501		3	n6	n8	10	10
tr_48 0.00054797		0.00054797		2	n7	n8	12	12
tr_49 0.06685168		0.06685168		6	n3	n8	4	4
tr_49 0.00323907		0.00323907		5	n4	n8	6	6
tr_49 0.09532608		0.09532608		4	n5	n8	8	8
tr_49 0.01446886		0.01446886		3	n6	n8	10	10
tr_49 0.00038026		0.00038026		2	n7	n8	12	12
tr_5 0.03517618		0.03517618		6	n3	n8	4	4
tr_5 0.00079648		0.00079648		5	n4	n8	6	6
tr_5 0.00008481		0.00008481		4	n5	n8	8	8
tr_5 0.00252791		0.00252791		3	n6	n8	10	10
tr_5 0.02600159		0.02600159		2	n7	n8	12	12
tr_50 0.00055432		0.00055432		6	n3	n8	4	4
tr_50 0.07643600		0.07643600		5	n4	n8	6	6
tr_50 0.00005249		0.00005249		4	n5	n8	8	8
tr_50 0.00001180		0.00001180		3	n6	n8	10	10
tr_50 0.00015431		0.00015431		2	n7	n8	12	12
tr_51 0.00001524		0.00001524		6	n3	n8	4	4
tr_51 0.00202879		0.00202879		5	n4	n8	6	6
tr_51 0.06177693		0.06177693		4	n5	n8	8	8
tr_51 0.00024450		0.00024450		3	n6	n8	10	10
