sample,variable,value_x,cond,rep_num,value_y,est_true
ucseq_ucseq_merged_SRR6426002_2,ucseq_ucseq_merged_SRR6426003_2,0.1685631955693857,main,-1.0,0.1685631955693857,1.0
ucseq_ucseq_merged_SRR6426003_2,ucseq_ucseq_merged_SRR6426003_2,0.0,main,-1.0,0.0,
ucseq_ucseq_merged_SRR6426004_2,ucseq_ucseq_merged_SRR6426003_2,0.1297113295745292,main,-1.0,0.1297113295745292,1.0
ucseq_ucseq_merged_SRR6425989_2,ucseq_ucseq_merged_SRR6426004_2,0.135230197670116,main,-1.0,0.135230197670116,1.0
ucseq_ucseq_merged_SRR6425990_2,ucseq_ucseq_merged_SRR6426004_2,0.063171406939788,main,-1.0,0.063171406939788,1.0
ucseq_ucseq_merged_SRR6425991_2,ucseq_ucseq_merged_SRR6426004_2,0.1361972939122103,main,-1.0,0.1361972939122103,1.0
ucseq_ucseq_merged_SRR6425992_2,ucseq_ucseq_merged_SRR6426004_2,0.1080322530478714,main,-1.0,0.1080322530478714,1.0
ucseq_ucseq_merged_SRR6425993_2,ucseq_ucseq_merged_SRR6426004_2,0.0659902723037328,main,-1.0,0.0659902723037328,1.0
ucseq_ucseq_merged_SRR6425995_2,ucseq_ucseq_merged_SRR6426004_2,0.1019171252078916,main,-1.0,0.1019171252078916,1.0
ucseq_ucseq_merged_SRR6425997_2,ucseq_ucseq_merged_SRR6426004_2,0.191627199896692,main,-1.0,0.191627199896692,1.0
ucseq_ucseq_merged_SRR6425998_2,ucseq_ucseq_merged_SRR6426004_2,0.1562940729062078,main,-1.0,0.1562940729062078,1.0
ucseq_ucseq_merged_SRR6425999_2,ucseq_ucseq_merged_SRR6426004_2,0.0652648986223256,main,-1.0,0.0652648986223256,1.0
ucseq_ucseq_merged_SRR6426000_2,ucseq_ucseq_merged_SRR6426004_2,0.1863934809435522,main,-1.0,0.1863934809435522,1.0
